n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
1116,1165,seed=1265 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.296127562642369,1116,10,205,439,439,2.5421412300683373,10,2,1,28,0.112767,0.002572,0.001314,0.108881
1138,1165,seed=1266 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.9475982532751095,1138,13,100,458,458,2.48471615720524,8,2.0,1,42,0.107915,0.002633,0.001379,0.103903
1104,1165,seed=1267 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,5.616252821670429,1104,9,210,443,443,2.492099322799097,9,2,1,25,0.107773,0.002503,0.001288,0.103982
1106,1165,seed=1268 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.158940397350993,1106,10,101,453,453,2.4415011037527594,8,2,1,29,0.108548,0.002652,0.001301,0.104595
1144,1165,seed=1269 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.685466377440347,1144,12,147,461,461,2.4815618221258133,8,2,1,34,0.127084,0.002629,0.001362,0.123093
1101,1165,seed=1270 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,5.873873873873874,1101,10,160,444,444,2.47972972972973,9,2.0,1,28,0.104802,0.002557,0.001272,0.100973
1129,1165,seed=1271 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.545064377682404,1129,13,161,466,466,2.42274678111588,8,2.0,1,36,0.125951,0.00267,0.001335,0.121946
1141,1165,seed=1272 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.833693304535637,1141,11,230,463,463,2.464362850971922,8,2,1,30,0.133321,0.002576,0.001343,0.129402
1149,1165,seed=1273 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,8.596881959910913,1149,11,343,449,449,2.5590200445434297,8,2,1,36,0.16121,0.002639,0.00144,0.157131
1113,1165,seed=1274 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.592760180995475,1113,10,118,442,442,2.518099547511312,9,2.0,1,30,0.113879,0.00258,0.001283,0.110016
