n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
28773,45867,seed=45967 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,5.839667869322394,28773,45,3579,20233,20233,1.4220827361241537,6,1,1,124,8.99609,0.139683,0.070696,8.785711
28197,45867,seed=45968 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,5.736384111384111,28197,43,3750,19536,19536,1.4433353808353808,6,1.0,1,107,6.939053,0.11693,0.052171,6.769952
31371,45867,seed=45969 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.1066427289048475,31371,41,8358,22280,22280,1.4080341113105925,5,1.0,1,116,12.404709,0.127615,0.055178,12.221916
33952,45867,seed=45970 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.534950422027371,33952,50,13703,24406,24406,1.3911333278701958,5,1.0,1,125,14.605315,0.141828,0.062601,14.400886
29132,45867,seed=45971 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,5.988268647961678,29132,50,2369,20458,20458,1.4239906149183694,6,1.0,1,142,7.886823,0.117917,0.051339,7.717567
27142,45867,seed=45972 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,5.743324628257741,27142,39,3347,18763,18763,1.4465703778713426,5,1,1,99,7.230426,0.118735,0.050145,7.061546
29227,45867,seed=45973 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,5.877418721147235,29227,45,2649,20362,20362,1.4353698065023082,6,1.0,1,112,7.501862,0.11565,0.04741,7.338802
32149,45867,seed=45974 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.414769016414856,32149,46,9908,22967,22967,1.3997910044846955,6,1,1,123,12.891988,0.133356,0.056836,12.701796
32410,45867,seed=45975 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.572982304704359,32410,55,8717,23170,23170,1.3987915407854985,6,1.0,1,142,15.263977,0.130485,0.058962,15.07453
36602,45867,seed=45976 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,5.702616941053496,36602,43,21992,26787,26787,1.3664090790308732,6,1,1,107,15.261372,0.167209,0.067776,15.026387
