n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
98968,100769,seed=100869 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.453762936664769,98968,15,1028,29857,29857,3.3147335633184847,14,3,1,58,16.241781,0.213137,0.141358,15.887286
98413,100769,seed=100870 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.354554028563729,98413,16,1867,29688,29688,3.314908380490434,16,3.0,1,52,16.927928,0.213633,0.140294,16.574001
98462,100769,seed=100871 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.315206816733201,98462,14,911,29809,29809,3.3030963802878324,15,3,1,54,16.714661,0.213227,0.141686,16.359748
99013,100769,seed=100872 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.543583575557115,99013,15,3226,29931,29931,3.308041829541278,14,3,1,53,25.782855,0.21178,0.14258,25.428495
98808,100769,seed=100873 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.204398187006882,98808,13,1357,29785,29785,3.3173745173745175,14,3,1,45,16.109246,0.210525,0.140499,15.758222
98781,100769,seed=100874 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.195086077218787,98781,13,809,29915,29915,3.3020558248370384,14,3,1,48,15.843653,0.219522,0.139946,15.484185
98083,100769,seed=100875 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.228150251884911,98083,11,1141,29577,29577,3.3161916353923657,15,3,1,43,15.803021,0.213906,0.138786,15.450329
98339,100769,seed=100876 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.214635783820074,98339,13,1212,29790,29790,3.301074185968446,17,3.0,1,48,16.448527,0.226748,0.147467,16.074312
98591,100769,seed=100877 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.1329574817946915,98591,12,1123,29799,29799,3.3085338434175644,16,3,1,46,15.655238,0.21666,0.141297,15.297281
98983,100769,seed=100878 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.200674479949247,98983,12,550,29949,29949,3.3050519216000533,15,3,1,47,15.150801,0.213509,0.140089,14.797203
