n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
524987,632311,seed=632411 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.06674603459689,524987,118,284170,389746,389746,1.3469977883031512,6,1.0,1,506895,276.780346,1.636881,90.14468,184.998785
424504,632311,seed=632412 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.872000292776083,424504,105,74212,300571,300571,1.4123252076880337,7,1,1,474,246.970882,1.18755,56.896256,188.887076
414692,632311,seed=632413 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.859316656456101,414692,112,27760,292181,292181,1.419298311662976,7,1,1,493,244.109281,1.118935,54.129959,188.860387
494833,632311,seed=632414 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.431953220002826,494833,120,248614,361009,361009,1.3706943594204022,7,1,1,519,301.058444,1.385054,78.878322,220.795068
502879,632311,seed=632415 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.908046847734043,502879,128,212817,369623,369623,1.3605186906658948,6,1,1,558,355.403007,1.44754,82.323564,271.631903
464038,632311,seed=632416 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.2341542924648214,464038,125,167158,334365,334365,1.3878187011200336,7,1,1,534,288.875476,1.352485,68.772728,218.750263
431010,632311,seed=632417 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.264441579213657,431010,132,39823,306355,306355,1.4068972270731668,7,1,1,534,249.393262,1.153257,58.908366,189.331639
421582,632311,seed=632418 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.062093928272833,421582,133,50250,297823,297823,1.415545474996894,7,1,1,571,246.402525,1.121994,56.073361,189.20717
524409,632311,seed=632419 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.195913393559533,524409,123,261712,388978,388978,1.3481713618765072,6,1.0,1,506242,276.554846,1.603736,90.076198,184.874912
419307,632311,seed=632420 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.9160283687943265,419307,126,23506,296100,296100,1.4160992907801417,6,1.0,1,503,245.413884,1.109066,55.351309,188.953509
