n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
44939,45867,seed=45967 alpha=0.75 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,8.367930123470103,44939,23,1765,18547,18547,2.42297945759422,12,2,1,162,34.493515,0.116373,0.067403,34.309739
44977,45867,seed=45968 alpha=0.75 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,8.344675589958609,44977,23,1857,18603,18603,2.4177283233887006,13,2,1,131,30.978143,0.121973,0.068167,30.788003
45018,45867,seed=45969 alpha=0.75 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,8.833432128037938,45018,20,3856,18557,18557,2.4259309155574718,11,2,1,146,72.778258,0.121259,0.069777,72.587222
45135,45867,seed=45970 alpha=0.75 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,9.483957219251337,45135,29,6161,18700,18700,2.4136363636363636,12,2.0,1,161,106.864461,0.119648,0.06908,106.675733
45137,45867,seed=45971 alpha=0.75 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,8.672650531602287,45137,23,1303,18717,18717,2.4115509964203663,11,2,1,166,32.478329,0.125307,0.068393,32.284629
44824,45867,seed=45972 alpha=0.75 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,8.029065370070231,44824,18,1691,18510,18510,2.4216099405726634,11,2.0,1,130,25.645636,0.125497,0.064642,25.455497
44926,45867,seed=45973 alpha=0.75 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,8.539197147333729,44926,24,1405,18509,18509,2.427251607326166,11,2,1,160,34.487265,0.119095,0.066924,34.301246
45131,45867,seed=45974 alpha=0.75 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,9.272834350572866,45131,26,4445,18678,18678,2.4162651247456903,11,2.0,1,167,79.878877,0.1226,0.072093,79.684184
45096,45867,seed=45975 alpha=0.75 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,9.27547089041096,45096,27,3926,18688,18688,2.413099315068493,12,2.0,1,166,73.858751,0.130123,0.074391,73.654237
45161,45867,seed=45976 alpha=0.75 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,9.207141711658737,45161,21,10557,18707,18707,2.4141230555407067,11,2,1,130,72.88295,0.122454,0.070735,72.689761
