n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
1849,3327,seed=3427 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,4.787250996015937,1849,15,482,1255,1255,1.4733067729083664,5,1,1,31,0.168262,0.011652,0.002544,0.154066
1708,3327,seed=3428 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,4.365384615384615,1708,14,354,1144,1144,1.493006993006993,5,1.0,1,27,0.113082,0.005882,0.002347,0.104853
2119,3327,seed=3429 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,5.4463431305536565,2119,14,980,1463,1463,1.4483937115516063,5,1,1,30,0.248309,0.009228,0.003053,0.236028
2139,3327,seed=3430 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,5.470509383378016,2139,22,496,1492,1492,1.4336461126005362,4,1.0,1,48,0.1963,0.007666,0.003219,0.185415
1614,3327,seed=3431 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,4.178145087235996,1614,10,345,1089,1089,1.4820936639118458,4,1,1,19,0.131077,0.005645,0.002313,0.123119
1785,3327,seed=3432 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,4.535094962840628,1785,16,225,1211,1211,1.4739884393063585,6,1,1,34,0.162267,0.006201,0.002482,0.153584
1831,3327,seed=3433 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,4.451968503937008,1831,13,382,1270,1270,1.441732283464567,4,1.0,1,29,0.165948,0.006428,0.002563,0.156957
1928,3327,seed=3434 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,5.099923722349351,1928,16,396,1311,1311,1.4706331045003813,5,1,1,34,0.202366,0.006609,0.002747,0.19301
1837,3327,seed=3435 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,4.583333333333333,1837,14,513,1248,1248,1.4719551282051282,5,1.0,1,30,0.164353,0.006366,0.00255,0.155437
1712,3327,seed=3436 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,4.063716814159292,1712,10,323,1130,1130,1.5150442477876107,5,1.0,1,23,0.123227,0.00773,0.002488,0.113009
