n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
527151,632311,seed=632411 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.128072755497003,527151,99,283664,391668,391668,1.345912864977481,7,1.0,1,509380,277.806239,1.580642,91.103663,185.121934
426636,632311,seed=632412 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.902271327226119,426636,88,74081,301938,301938,1.4129920712199193,7,1.0,1,659,247.443903,1.133458,57.390691,188.919754
417322,632311,seed=632413 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.8981606528712796,417322,94,27840,293963,293963,1.4196412473678661,6,1,1,649,244.415188,1.056381,54.804223,188.554584
497723,632311,seed=632414 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.460793125912243,497723,105,248523,363801,363801,1.368118834197817,7,1,1,675,307.753942,1.503155,80.107447,226.14334
505272,632311,seed=632415 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.976280181276037,505272,116,212900,371588,371588,1.3597640397429411,7,1.0,1,727,364.344357,1.422375,83.127128,279.794854
466484,632311,seed=632416 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.214148605523233,466484,107,167311,336542,336542,1.3861093117649506,6,1.0,1,679,293.70732,1.314951,69.496805,222.895564
433325,632311,seed=632417 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.289568818514008,433325,112,39703,307875,307875,1.4074705643524157,7,1,1,729,250.008949,1.165991,59.315921,189.527037
424092,632311,seed=632418 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.067032002483038,424092,111,50338,299633,299633,1.4153714710996452,6,1,1,697,247.25597,1.088773,56.781857,189.38534
527208,632311,seed=632419 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.180446406921988,527208,100,261712,391795,391795,1.3456220727676464,6,1,1,509211,277.382677,1.518923,90.918562,184.945192
421745,632311,seed=632420 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.883410164551989,421745,105,24841,297839,297839,1.4160167070128493,7,1,1,664,245.939188,1.053026,56.045176,188.840986
