n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
281147,287807,seed=287907 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.277558934763432,281147,33,7231,114491,114491,2.4556253329956066,12,2,1,217,199.730856,0.616739,14.830697,184.28342
280811,287807,seed=287908 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.315565777851628,280811,36,3240,114347,114347,2.4557793383298208,12,2,1,222,199.442917,0.620744,14.531405,184.290768
280742,287807,seed=287909 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.39960832998199,280742,35,6565,114382,114382,2.454424647234705,13,2.0,1,239,199.605668,0.590604,14.707016,184.308048
281505,287807,seed=287910 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.722554089525687,281505,39,7875,114671,114671,2.4548926930086945,12,2,1,265,199.881928,0.589541,14.886659,184.405728
281282,287807,seed=287911 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.623415790666458,281282,40,14087,114726,114726,2.45177204818437,13,2.0,1,248,199.791338,0.621502,14.780423,184.389413
280556,287807,seed=287912 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.293499327757504,280556,41,7398,114542,114542,2.4493722826561437,12,2.0,1,230,199.643124,0.613121,14.787923,184.24208
281713,287807,seed=287913 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.662038690346575,281713,35,14729,114809,114809,2.4537536255868444,12,2,1,223,200.066722,0.63753,15.010304,184.418888
281886,287807,seed=287914 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.772743867457102,281886,36,12876,115042,115042,2.4502877210062413,13,2.0,1,260,199.645457,0.607206,14.936469,184.101782
281086,287807,seed=287915 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.375467673694885,281086,32,9164,114396,114396,2.4571313682296583,12,2.0,1,231,199.736692,0.58743,14.783174,184.366088
281070,287807,seed=287916 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.630116920823415,281070,39,11310,114693,114693,2.450629070649473,12,2,1,218,199.851106,0.613238,14.916118,184.32175
