n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
167058,170300,seed=170400 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.416420309120851,167058,15,2520,50401,50401,3.3145770917243706,17,3,1,59,42.915156,0.255322,4.154341,38.505493
167430,170300,seed=170401 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.675156716565485,167430,16,5047,50569,50569,3.310921710929621,17,3,1,54,61.006558,0.279221,4.189482,56.537855
166766,170300,seed=170402 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.259787255194353,166766,14,760,50295,50295,3.315757033502336,16,3,1,48,34.197719,0.27363,4.180238,29.743851
167511,170300,seed=170403 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.377206492121786,167511,14,1905,50646,50646,3.307487264542116,15,3.0,1,53,38.895479,0.267752,4.201109,34.426618
167586,170300,seed=170404 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.517639157745032,167586,16,1460,50626,50626,3.310275352585628,17,3.0,1,64,40.480595,0.276074,4.240944,35.963577
167383,170300,seed=170405 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.410049615529068,167383,15,3303,50589,50589,3.30868370594398,15,3,1,54,44.330142,0.26433,4.212079,39.853733
167680,170300,seed=170406 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.30467857002089,167680,13,857,50742,50742,3.304560324780261,14,3.0,1,51,36.288518,0.266259,4.215507,31.806752
165594,170300,seed=170407 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.338578274760383,165594,13,1141,50080,50080,3.3065894568690095,15,3.0,1,47,35.782333,0.275014,4.101861,31.405458
167028,170300,seed=170408 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.562227679632417,167028,13,2229,50492,50492,3.308009189574586,15,3.0,1,57,45.88013,0.258122,4.159037,41.462971
167305,170300,seed=170409 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.378484320557491,167305,13,1397,50512,50512,3.3121832435856824,15,3.0,1,51,37.904504,0.276528,4.183396,33.44458
