n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
4112,4325,seed=4425 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.049679487179487,4112,8,114,1248,1248,3.2948717948717947,13,3.0,1,32,0.331917,0.007915,0.004252,0.31975
4287,4325,seed=4426 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.576377952755905,4287,10,263,1270,1270,3.3755905511811024,13,3.0,1,31,0.386148,0.007735,0.0045,0.373913
4281,4325,seed=4427 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.445482866043614,4281,10,187,1284,1284,3.3341121495327104,12,3.0,1,32,0.399334,0.008104,0.004428,0.386802
4281,4325,seed=4428 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.544186046511628,4281,10,299,1290,1290,3.318604651162791,13,3.0,1,35,0.44251,0.007767,0.004564,0.430179
4298,4325,seed=4429 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.569230769230769,4298,11,214,1300,1300,3.306153846153846,14,3.0,1,37,0.383551,0.008164,0.004654,0.370733
4203,4325,seed=4430 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.7032967032967035,4203,12,203,1274,1274,3.2990580847723705,12,3.0,1,44,0.430316,0.008042,0.00454,0.417734
4295,4325,seed=4431 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.862284820031299,4295,10,256,1278,1278,3.360719874804382,14,3.0,1,38,0.433248,0.007947,0.004528,0.420773
4287,4325,seed=4432 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.1314771848414535,4287,10,262,1293,1293,3.3155452436194897,13,3,1,34,0.33971,0.008174,0.004549,0.326987
4278,4325,seed=4433 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.410216718266254,4278,10,211,1292,1292,3.3111455108359134,12,3.0,1,36,0.412895,0.00792,0.004458,0.400517
4101,4325,seed=4434 alpha=0.95 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.3843074459567655,4101,11,151,1249,1249,3.2834267413931144,12,3,1,33,0.340089,0.007793,0.004255,0.328041
