n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
284034,287807,seed=287907 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.4913179291653265,284034,13,1502,87076,87076,3.261909136845974,15,3.0,1,56,80.848256,0.491856,11.390075,68.966325
283685,287807,seed=287908 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.534549564094285,283685,13,778,86716,86716,3.2714262650491257,15,3.0,1,61,78.889479,0.510332,11.550544,66.828603
283577,287807,seed=287909 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.532966273497973,283577,13,1371,86816,86816,3.2664140250645044,17,3.0,1,56,80.975554,0.50776,11.429816,69.037978
284116,287807,seed=287910 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.637726859470844,284116,13,1628,86893,86893,3.2697225323098524,18,3,1,63,89.785277,0.51281,11.473237,77.79923
283542,287807,seed=287911 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.572385303154092,283542,15,2676,86903,86903,3.2627412172191983,17,3,1,53,89.991665,0.512098,11.310039,78.169528
282666,287807,seed=287912 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.477288996651657,282666,17,1527,86610,86610,3.2636647038448214,18,3.0,1,63,81.420081,0.488549,11.459845,69.471687
284454,287807,seed=287913 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.585084854895829,284454,14,2809,86972,86972,3.2706388262889208,15,3.0,1,53,99.985831,0.507453,11.486748,87.99163
284492,287807,seed=287914 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.645725098916222,284492,14,2445,87195,87195,3.2627100177762487,16,3,1,56,97.001503,0.504038,11.430966,85.066499
284390,287807,seed=287915 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.521396396396397,284390,14,1847,87024,87024,3.2679490715205,16,3.0,1,64,82.908459,0.517108,11.501275,70.890076
284222,287807,seed=287916 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.582309921346764,284222,13,2237,86964,86964,3.2682719286141393,15,3.0,1,58,89.536355,0.507117,11.614959,77.414279
