n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
154315,221390,seed=221490 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.302775020263932,154315,80,10296,109801,109801,1.4054061438420415,6,1,1,380,191.710296,0.358365,8.294885,183.057046
152509,221390,seed=221491 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.013169414518611,152509,68,34564,108509,108509,1.4054963182777465,7,1,1,344,191.440063,0.352249,8.132897,182.954917
145657,221390,seed=221492 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.635143296900267,145657,73,12419,102654,102654,1.418912073567518,6,1.0,1,351,190.407392,0.320507,7.428924,182.657961
164414,221390,seed=221493 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.913881813121004,164414,62,70710,118558,118558,1.3867811535282308,6,1.0,1,357,192.826785,0.377307,9.45162,182.997858
143950,221390,seed=221494 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.235181019018642,143950,60,13861,100901,100901,1.4266459202584711,6,1,1,316,190.11014,0.299351,7.258361,182.552428
162180,221390,seed=221495 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.188210014467815,162180,69,57595,116811,116811,1.3883966407273287,7,1,1,335,193.376249,0.391626,9.2397,183.744923
160692,221390,seed=221496 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.2907542684244655,160692,72,56379,115675,115675,1.3891679273827533,6,1,1,418,192.80389,0.38763,9.229163,183.187097
139660,221390,seed=221497 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.204389462003205,139660,54,12254,97324,97324,1.4350006164974725,6,1.0,1,352,189.628247,0.296589,6.817237,182.514421
158480,221390,seed=221498 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.5862078098651855,158480,66,59383,113267,113267,1.399171868240529,7,1,1,355,191.837299,0.364915,8.778687,182.693697
138036,221390,seed=221499 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.082170073913451,138036,61,9837,95923,95923,1.4390292213546283,7,1,1,322,189.245445,0.303548,6.637009,182.304888
