
,,,,,,,none,,nopss_11k,21056,11194,,ReadEL,0.031385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,13,22.078443697707435,1.9378462220252604,2.0,-1,-1,-1,-1,2444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,1.264618,none,9026,HTD,,0.156326,29,,,,,,,none,PartitionTreedec,1.454749
