
,,,,,,,none,,TSOPF_FS_b162_c1,302807,10797,,ReadEL,0.403624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exception(cannot unpack non-iterable NoneType object),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,init,2.6e-05,exception(cannot unpack non-iterable NoneType object),,HTD,,39.543315,,,,,,,,failed(Treewidth,PartitionBags),PartitionTreedec,39.963044
