n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
319643,seed=486404 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,232148,481537,319643,232148,232148,1.3768931888278166,116,1.0,1,481536,94.663084,30.946413,0.654122,1.746327,61.316222
349665,seed=486405 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,258481,534434,349665,258481,258481,1.352768675453902,115,1,1,534433,113.799708,49.415448,0.742947,2.089732,61.551581
336865,seed=486406 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,247183,511754,336865,247183,247183,1.3628162130890877,123,1,1,511753,106.402477,42.265889,0.697386,2.007665,61.431537
349321,seed=486407 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,257968,533359,349321,257968,257968,1.354125317868883,131,1.0,1,533358,112.935819,48.469795,0.730851,2.263794,61.471379
322675,seed=486408 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,234689,486664,322675,234689,234689,1.3749046610620865,109,1,1,486663,96.779005,32.925245,0.634126,1.868964,61.35067
329124,seed=486409 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,240287,497928,329124,240287,240287,1.3697120526703483,113,1,1,497927,100.950434,36.923809,0.674645,1.953051,61.398929
443128,seed=486410 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,343548,705050,443128,343548,343548,1.289857603595422,120,1.0,1,705049,230.020368,164.322121,0.967033,2.709719,62.021495
339378,seed=486411 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,249823,516924,339378,249823,249823,1.3584737994500107,126,1,1,516923,114.147173,49.58899,0.704223,2.026803,61.827157
343661,seed=486412 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,253708,524594,343661,253708,253708,1.3545532659592918,130,1.0,1,524593,113.515219,49.056584,0.711972,2.131691,61.614972
357727,seed=486413 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,264933,547622,357727,264933,264933,1.3502545926705998,107,1,1,547621,129.517061,64.947326,0.790824,2.25085,61.528061
333887,seed=486403 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,244539,506141,333887,244539,244539,1.3653732124528193,94,1,1,506140,737.007817,672.847192,0.686347,2.020201,61.454077
321654,seed=486404 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,233799,484582,321654,233799,233799,1.37577149602864,97,1,1,484581,521.296594,457.34123,0.631008,1.943517,61.380839
351460,seed=486405 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,260161,537508,351460,260161,260161,1.3509326916793831,94,1,1,537507,977.869528,913.416698,0.74303,2.124391,61.585409
338958,seed=486406 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,249132,515410,338958,249132,249132,1.3605558499108905,104,1.0,1,515409,336.473787,272.275646,0.70032,2.049332,61.448489
324641,seed=486408 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,236503,489969,324641,236503,236503,1.3726718054316436,89,1,1,489968,426.03931,362.036712,0.635042,1.945741,61.421815
330951,seed=486409 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,242019,501148,330951,242019,242019,1.3674587532383822,97,1,1,501147,355.987408,291.849948,0.715712,1.989921,61.431827
439872,seed=486410 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,341058,699632,439872,341058,341058,1.2897278468764843,103,1.0,1,699631,391.377252,325.655773,0.971493,2.786435,61.963551
341565,seed=486411 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,251813,520653,341565,251813,251813,1.3564232188171381,108,1,1,520652,615.546154,551.122874,0.754604,2.071851,61.596825
358945,seed=486413 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,266302,550025,358945,266302,266302,1.3478869854526065,90,1.0,1,550024,444.203739,379.442905,0.835573,2.324733,61.600528
473988,seed=486403 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,207125,486462,473988,207125,207125,2.288415208207604,49,2,1,486461,102.947538,37.90686,0.934609,2.511612,61.594457
473000,seed=486404 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,205826,484370,473000,205826,205826,2.2980575826183283,49,2.0,1,484369,101.90772,36.918205,0.945141,2.478656,61.565718
474391,seed=486405 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,206785,485925,474391,206785,206785,2.2941267500060447,46,2,1,485924,105.302495,40.344793,0.922426,2.472994,61.562282
474459,seed=486406 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,206647,485787,474459,206647,206647,2.29598784400451,56,2,1,485786,103.269292,38.233608,0.93549,2.532085,61.568109
474611,seed=486407 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,207478,487498,474611,207478,207478,2.2875244604247196,55,2.0,1,487497,104.908375,39.904123,0.919407,2.510036,61.574809
473355,seed=486408 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,206012,484505,473355,206012,206012,2.297705958876182,44,2.0,1,87,138.201106,37.157155,0.903505,2.424258,97.716188
473624,seed=486409 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,206481,485577,473624,206481,206481,2.2937897433662178,46,2,1,485576,102.720226,37.803644,0.922417,2.397594,61.596571
479812,seed=486410 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,210576,494141,479812,210576,210576,2.2785692576551932,49,2.0,1,494140,172.227829,106.734938,0.988755,2.792502,61.711634
473940,seed=486411 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,206992,486461,473940,206992,206992,2.2896537064234366,57,2.0,1,486460,105.123624,40.105565,0.966442,2.458738,61.592879
474251,seed=486412 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,207332,487131,474251,207332,207332,2.2873989543341113,61,2.0,1,487130,104.093192,38.870636,0.950383,2.588928,61.683245
474067,seed=486413 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,206659,485829,474067,206659,206659,2.2939576790751914,48,2,1,485828,106.878891,41.890324,0.923231,2.458536,61.6068
475252,seed=486403 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,209893,491772,475252,209893,209893,2.264258455498754,43,2,1,491771,104.980752,39.879924,0.929285,2.553834,61.617709
474604,seed=486404 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,208902,490163,474604,208902,208902,2.2718978276895387,45,2.0,1,490162,103.771712,38.728273,0.914227,2.548234,61.580978
475812,seed=486405 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,209912,492036,475812,209912,209912,2.2667212927321927,41,2.0,1,492035,107.564349,42.300017,0.962825,2.667121,61.634386
475834,seed=486406 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,209793,491875,475834,209793,209793,2.2681119007783863,55,2,1,491874,105.42816,40.291071,0.976261,2.573967,61.586861
475904,seed=486407 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,210198,492598,475904,210198,210198,2.2640748246891027,49,2.0,1,492597,106.609123,41.475573,0.941887,2.575826,61.615837
474991,seed=486408 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,209291,490791,474991,209291,209291,2.2695242509233555,40,2,1,95,136.732198,38.943034,0.921336,2.243914,94.623914
474956,seed=486409 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,209343,490800,474956,209343,209343,2.2687933200536916,41,2,1,490799,104.914238,39.862821,0.944444,2.488571,61.618402
480519,seed=486410 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,213537,499720,480519,213537,213537,2.250284494022113,43,2,1,499719,173.987209,108.257476,1.008453,2.86956,61.85172
475536,seed=486411 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,210044,492289,475536,210044,210044,2.263982784559426,52,2.0,1,492288,107.30868,42.179295,0.938957,2.573253,61.617175
475729,seed=486412 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,210160,492620,475729,210160,210160,2.2636515036162925,54,2.0,1,492619,106.095698,40.786567,0.998906,2.663701,61.646524
475604,seed=486413 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,209780,491819,475604,209780,209780,2.267156068261989,43,2.0,1,491818,109.066163,43.956776,0.93724,2.549048,61.623099
477666,seed=486403 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,216501,503796,477666,216501,216501,2.2062992780633808,39,2,1,503795,109.925984,44.513294,0.98021,2.739727,61.692753
477233,seed=486404 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,215682,502776,477233,215682,215682,2.212669578360735,34,2.0,1,502775,108.58247,43.298819,1.053798,2.434951,61.794902
478392,seed=486405 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,216554,504298,478392,216554,216554,2.209111815066912,36,2.0,1,504297,112.338286,46.847974,0.981519,2.825339,61.683454
478023,seed=486406 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,216269,503760,478023,216269,216269,2.2103167814157367,44,2,1,503759,111.138382,45.653054,0.994294,2.799285,61.691749
478229,seed=486407 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,216995,505024,478229,216995,216995,2.2038710569367956,42,2,1,505023,113.0472,47.496085,1.032129,2.811131,61.707855
477343,seed=486408 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,215906,502948,477343,215906,215906,2.210883440015562,32,2.0,1,162,139.196987,43.870016,0.973008,2.630238,91.723725
477556,seed=486409 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,215964,503109,477556,215964,215964,2.2112759533996407,36,2.0,1,503108,110.183055,44.921111,0.961513,2.632398,61.668033
481520,seed=486410 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,219575,510399,481520,219575,219575,2.192963679836047,38,2,1,510398,175.362944,109.301465,1.074734,3.162516,61.824229
477946,seed=486411 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,216526,504269,477946,216526,216526,2.207337686929052,45,2.0,1,504268,112.795171,47.257761,0.989278,2.851349,61.696783
478179,seed=486412 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,216809,504778,478179,216809,216809,2.2055311357000864,46,2,1,504777,112.970467,47.435196,0.997428,2.851623,61.68622
478050,seed=486413 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,216653,504340,478050,216653,216653,2.2065237961163704,37,2,1,504339,114.340162,48.734453,0.984232,2.907715,61.713762
477167,seed=486403 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,159045,404844,477167,159045,159045,3.0002012009179793,18,2,1,63,101.137421,34.598319,0.814994,1.976521,63.747587
477522,seed=486404 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,159190,405231,477522,159190,159190,2.9996984735222063,19,2.0,1,55,102.644503,34.728514,0.852931,1.980951,65.082107
478362,seed=486405 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,159460,405947,478362,159460,159460,2.9998871190267153,18,2.0,1,61,102.197186,35.264814,0.858776,2.056308,64.017288
478166,seed=486406 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,159345,405669,478166,159345,159345,3.0008221155354735,18,2,1,79,102.059918,35.242275,0.827237,2.028889,63.961517
478250,seed=486407 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,159667,406131,478250,159667,159667,2.9952964607589547,18,2,1,71,101.997785,35.319367,0.82208,1.995645,63.860693
476854,seed=486408 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,158823,404255,476854,158823,158823,3.0024240821543478,17,2,1,52,101.087857,34.500586,0.818603,1.853311,63.915357
475787,seed=486409 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,158434,403385,475787,158434,158434,3.0030612116086193,20,2.0,1,61,101.22172,34.451722,0.821446,1.991873,63.956679
479186,seed=486410 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,159942,407055,479186,159942,159942,2.9959985494741845,18,2.0,1,66,106.952819,40.421917,0.864752,1.801727,63.864423
474421,seed=486411 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,158444,403093,474421,158444,158444,2.9942503345030422,17,2.0,1,57,101.276068,34.645764,0.840006,2.073494,63.716804
477870,seed=486412 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,159491,405863,477870,159491,159491,2.996219222401264,19,2,1,56,101.42575,34.838449,0.820871,1.953645,63.812785
477368,seed=486413 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,158993,404933,477368,158993,158993,3.002446648594592,18,2,1,66,102.055969,35.412787,0.820604,1.921097,63.901481
480024,seed=486403 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,163718,414230,480024,163718,163718,2.9320172491723575,17,2.0,1,67,103.867375,36.645712,0.837623,2.045256,64.338784
479384,seed=486404 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,163395,413711,479384,163395,163395,2.9338963860583247,18,2,1,63,103.309266,36.532894,0.839704,1.983626,63.953042
480652,seed=486405 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,163911,414848,480652,163911,163911,2.9323962394226135,17,2,1,59,104.059498,36.656118,0.869284,2.108266,64.42583
479819,seed=486406 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,163419,413780,479819,163419,163419,2.9361273780894512,17,2,1,90,103.972039,36.90898,0.853231,1.855503,64.354325
480755,seed=486407 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,164126,415172,480755,164126,164126,2.9291824573803056,17,2.0,1,83,103.98532,36.591386,0.869404,2.076899,64.447631
480558,seed=486408 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,163456,413975,480558,163456,163456,2.939983848864526,17,2.0,1,57,103.996254,36.519346,0.846038,1.988445,64.642425
479740,seed=486409 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,163625,414200,479740,163625,163625,2.931948051948052,19,2,1,64,103.675396,36.418706,0.863329,2.067942,64.325419
481592,seed=486410 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,164485,416170,481592,164485,164485,2.9278779219989666,17,2,1,80,113.529201,42.035058,0.872308,1.91106,68.710775
471960,seed=486411 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,161218,407789,471960,161218,161218,2.927464675160342,17,2.0,1,70,102.601678,35.529828,0.847926,2.059576,64.164348
480192,seed=486412 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,163912,414628,480192,163912,163912,2.9295719654448726,18,2.0,1,92,103.746349,36.343885,0.884759,2.160319,64.357386
479997,seed=486413 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,163680,414271,479997,163680,163680,2.932532991202346,17,2.0,1,69,105.340603,37.270422,0.859412,2.105886,65.104883
483623,seed=486403 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,173335,432655,483623,173335,173335,2.790105864366689,15,2,1,97,108.677849,39.668351,0.915277,2.268666,65.825555
483578,seed=486404 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,173091,432356,483578,173091,173091,2.793778994863973,16,2,1,76,108.973651,39.735673,0.995722,2.187281,66.054975
483552,seed=486405 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,172898,432031,483552,172898,172898,2.796747215121054,15,2.0,1,84,107.681073,39.795613,0.8994,2.079785,64.906275
483591,seed=486406 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,172827,432010,483591,172827,172827,2.7981218212432086,15,2,1,112,107.848009,39.850666,0.909603,2.081419,65.006321
483613,seed=486407 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,173146,432541,483613,173146,173146,2.7930936897185035,15,2.0,1,111,108.075353,39.814563,0.961348,2.295082,65.00436
483310,seed=486408 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,172818,431801,483310,172818,172818,2.7966415535418765,16,2.0,1,91,109.00209,39.725767,0.896558,2.30643,66.073335
483367,seed=486409 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,172946,431959,483367,172946,172946,2.7949012986712614,17,2.0,1,90,107.632035,39.823876,0.929886,2.265649,64.612624
483940,seed=486410 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,173135,432796,483940,173135,173135,2.795159846362665,17,2,1,106,130.743441,44.86617,0.907434,2.257323,82.712514
483471,seed=486411 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,173085,432317,483471,173085,173085,2.7932576479764277,17,2,1,88,108.423653,40.190083,0.903222,2.336901,64.993447
483556,seed=486412 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,173238,432555,483556,173238,173238,2.79128135859338,15,2.0,1,114,108.018972,39.98312,0.927959,2.092719,65.015174
483468,seed=486413 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,173060,432278,483468,173060,173060,2.7936438229515774,15,2.0,1,84,108.161322,40.579097,0.903845,2.084308,64.594072
460828,seed=632321 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,341072,705320,460828,341072,341072,1.3511164798048505,126,1.0,1,705319,152.722839,86.51891,0.971189,2.999522,62.233218
492053,seed=632322 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,369281,761856,492053,369281,369281,1.3324622712785115,142,1,1,761855,191.545407,124.755522,1.085266,3.385826,62.318793
431123,seed=632323 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,315120,652975,431123,315120,315120,1.3681232546331556,133,1.0,1,652974,113.592704,48.063094,0.88298,2.744276,61.902354
491806,seed=632324 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,369032,761323,491806,369032,369032,1.3326920158685425,158,1.0,1,761322,174.116094,107.405549,1.075348,3.328926,62.306271
408370,seed=632325 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,295724,613714,408370,295724,295724,1.380915989233204,123,1.0,1,613713,97.014044,31.742337,0.823359,2.504267,61.944081
470667,seed=632326 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,351022,724725,470667,351022,351022,1.340847582202825,139,1.0,1,724724,150.725532,84.344706,1.031631,3.089089,62.260106
423513,seed=632327 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,309508,641521,423513,309508,309508,1.368342659963555,135,1.0,1,641520,108.295822,42.734564,0.947921,2.707703,61.905634
411563,seed=632328 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,298309,619184,411563,298309,298309,1.379653312504819,118,1,1,619183,100.327574,35.297749,0.799669,2.403307,61.826849
522265,seed=632329 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,395565,814474,522265,395565,395565,1.3203013411196642,124,1,1,814473,229.191787,162.054559,1.128737,3.514174,62.494317
523802,seed=632330 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,398190,819636,523802,398190,398190,1.315457444938346,140,1.0,1,819635,230.562222,163.193699,1.169921,3.588694,62.609908
459712,seed=632331 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,340492,703919,459712,340492,340492,1.3501403850898113,159,1.0,1,703918,125.873092,59.700667,0.957306,3.034735,62.180384
462101,seed=632321 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,342083,707125,462101,342083,342083,1.3508446780459713,112,1,1,707124,178.01376,111.848419,1.063977,2.909226,62.192138
493711,seed=632322 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,370759,764707,493711,370759,370759,1.331622428585685,129,1,1,764706,210.338263,143.560756,1.173792,3.333012,62.270703
431840,seed=632323 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,315894,654410,431840,315894,315894,1.367040842814362,119,1.0,1,654409,134.647041,69.124015,0.899082,2.694828,61.929116
492599,seed=632324 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,369766,762549,492599,369766,369766,1.3321911695504725,141,1.0,1,762548,241.460687,174.594252,1.18076,3.337452,62.348223
409248,seed=632325 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,296330,615023,409248,296330,296330,1.3810549050045557,111,1.0,1,615022,110.395174,45.105471,0.901155,2.538354,61.850194
471487,seed=632326 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,351641,725874,471487,351641,351641,1.340819187751144,125,1,1,725873,174.568331,108.169925,1.159706,2.971818,62.266882
424036,seed=632327 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,309886,642033,424036,309886,309886,1.3683612683373887,122,1.0,1,642032,127.847228,62.416654,0.890642,2.616936,61.922996
412906,seed=632328 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,299533,621573,412906,299533,299533,1.37849919708346,105,1,1,621572,118.980814,53.882586,0.862969,2.406318,61.828941
523382,seed=632329 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,396960,817069,523382,396960,396960,1.318475413139863,110,1.0,1,817068,260.963905,193.684137,1.188258,3.56278,62.52873
524683,seed=632330 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,399242,821572,524683,399242,399242,1.3141979050300319,127,1.0,1,821571,240.763217,173.484082,1.208749,3.553646,62.51674
460576,seed=632331 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,341563,705876,460576,341563,341563,1.3484364524260533,145,1,1,705875,144.251968,78.032021,1.051658,3.000966,62.167323
464942,seed=632321 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,345104,712755,464942,345104,345104,1.3472518429227132,97,1.0,1,712754,765.803167,699.376332,1.091794,3.066254,62.268787
497075,seed=632322 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,374363,771401,497075,374363,374363,1.3277888039149168,108,1,1,771400,981.804732,914.843285,1.174335,3.352733,62.434379
411691,seed=632325 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,298493,618880,411691,298493,298493,1.3792316737745944,93,1,1,618879,725.971013,660.668751,0.875339,2.535738,61.891185
473887,seed=632326 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,354108,730408,473887,354108,354108,1.338255560450484,107,1.0,1,730407,941.84856,875.342358,1.121787,3.062116,62.322299
426909,seed=632327 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,312245,646541,426909,312245,312245,1.367224455155407,100,1,1,646540,959.662933,894.070256,0.94677,2.678073,61.967834
414941,seed=632328 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,301012,624258,414941,301012,301012,1.3784865719639083,84,1.0,1,624257,820.697154,755.426693,0.86774,2.535112,61.867609
524609,seed=632329 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,398675,820037,524609,398675,398675,1.315881356995046,93,1,1,820036,1399.41126,1332.217217,1.156877,3.396113,62.641053
462793,seed=632331 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,343506,709520,462793,343506,343506,1.3472632210208846,127,1.0,1,709519,1087.608139,1021.281668,0.99697,3.108191,62.22131
616397,seed=632321 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,268631,631678,616397,268631,268631,2.294586254006425,47,2,1,631677,133.963816,67.243377,1.25771,3.293195,62.169534
617531,seed=632322 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,269554,633327,617531,269554,269554,2.29093613895546,55,2.0,1,633326,141.15684,74.122086,1.297737,3.534416,62.202601
615655,seed=632323 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,268330,630889,615655,268330,268330,2.2943949614280923,49,2.0,1,630888,128.236877,61.627282,1.289967,3.18119,62.138438
617747,seed=632324 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,269875,634143,617747,269875,269875,2.2890115794349235,56,2,1,634142,138.840804,71.776487,1.283919,3.527808,62.25259
615145,seed=632325 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,267817,629693,615145,267817,267817,2.296885559915913,45,2,1,629692,125.197157,58.56219,1.25671,3.21142,62.166837
616880,seed=632326 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,269377,633163,616880,269377,269377,2.2900247608370425,49,2,1,633162,134.76571,67.745761,1.277053,3.5085,62.234396
615156,seed=632327 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,267802,629937,615156,267802,267802,2.2970552871151075,45,2.0,1,629936,127.037718,60.363708,1.243871,3.24777,62.182369
614905,seed=632328 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,267852,629757,614905,267852,267852,2.295689410570016,47,2.0,1,629756,125.842101,59.017921,1.227699,3.058769,62.537712
618584,seed=632329 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,270180,634711,618584,270180,270180,2.289525501517507,46,2.0,1,634710,157.967042,91.177054,1.354781,3.207767,62.22744
619117,seed=632330 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,270891,636337,619117,270891,270891,2.285483829289271,48,2,1,636336,153.27263,86.186849,1.292497,3.397307,62.395977
618079,seed=632331 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,269635,633620,618079,269635,269635,2.292280304856565,67,2,1,633619,131.850474,64.630041,1.297502,3.607589,62.315342
618262,seed=632321 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,272580,639260,618262,272580,272580,2.268185486829555,43,2.0,1,639259,137.035436,70.14846,1.268441,3.384442,62.234093
619128,seed=632322 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,273383,640587,619128,273383,273383,2.2646909281118432,50,2,1,640586,144.040448,76.674188,1.319408,3.613802,62.43305
617501,seed=632323 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,272272,638369,617501,272272,272272,2.2679563083974847,42,2.0,1,638368,130.830699,64.034732,1.252458,3.341798,62.201711
619257,seed=632324 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,273741,641326,619257,273741,273741,2.2622004011090775,50,2,1,641325,141.713915,74.389765,1.280393,3.746843,62.296914
