n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
530,896,seed=906 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,370,773,530,370,370,1.4324324324324325,12,1.0,1,15,0.058823,0.006218,0.002099,0.002743,0.047763
477,896,seed=907 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,341,712,477,341,341,1.3988269794721409,9,1,1,15,0.055092,0.00562,0.001956,0.002553,0.044963
552,896,seed=908 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,403,837,552,403,403,1.369727047146402,10,1,1,12,0.059353,0.002225,0.000762,0.001065,0.055301
528,896,seed=909 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,369,774,528,369,369,1.4308943089430894,10,1,1,14,0.084146,0.005566,0.001902,0.00254,0.074138
573,896,seed=910 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,429,884,573,429,429,1.3356643356643356,11,1,1,12,0.09817,0.007017,0.002435,0.003177,0.085541
384,896,seed=911 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,253,539,384,253,253,1.517786561264822,7,1,1,11,0.030953,0.001271,0.000521,0.00061,0.028551
356,896,seed=912 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,240,506,356,240,240,1.4833333333333334,6,1.0,1,14,0.031263,0.001171,0.00049,0.000584,0.029018
459,896,seed=913 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,317,664,459,317,317,1.4479495268138802,7,1,1,12,0.065545,0.001674,0.000636,0.000798,0.062437
582,896,seed=914 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,413,855,582,413,413,1.4092009685230025,13,1,1,12,0.093138,0.007146,0.002151,0.002793,0.081048
593,896,seed=915 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,425,884,593,425,425,1.3952941176470588,11,1,1,12,0.090109,0.006593,0.002142,0.002646,0.078728
438,896,seed=916 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,294,620,438,294,294,1.489795918367347,7,1.0,1,12,0.062001,0.001528,0.000621,0.000734,0.059118
