n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
1892,1969,seed=1979 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,622,1595,1892,622,622,3.0418006430868165,12,2.0,1,27,0.146465,0.010329,0.002002,0.002869,0.131265
1899,1969,seed=1980 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,641,1634,1899,641,641,2.9625585023400935,13,2,1,26,0.145751,0.010527,0.002028,0.003028,0.130168
1957,1969,seed=1981 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,668,1689,1957,668,668,2.929640718562874,14,2.0,1,27,0.243161,0.013427,0.002278,0.009554,0.217902
1961,1969,seed=1982 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,655,1669,1961,655,655,2.9938931297709925,13,2,1,27,0.211078,0.011825,0.002166,0.009586,0.187501
1823,1969,seed=1983 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,607,1549,1823,607,607,3.00329489291598,14,2,1,34,0.168326,0.011005,0.002021,0.00298,0.15232
1942,1969,seed=1984 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,649,1657,1942,649,649,2.9922958397534667,14,2,1,31,0.216137,0.012382,0.00214,0.009208,0.192407
1932,1969,seed=1985 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,650,1666,1932,650,650,2.9723076923076923,13,2.0,1,27,0.224877,0.012855,0.002169,0.010169,0.199684
1946,1969,seed=1986 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,650,1655,1946,650,650,2.993846153846154,14,2.0,1,29,0.232122,0.013141,0.002277,0.009582,0.207122
1937,1969,seed=1987 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,654,1662,1937,654,654,2.96177370030581,13,2.0,1,26,0.176832,0.011216,0.002117,0.00303,0.160469
1947,1969,seed=1988 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,623,1596,1947,623,623,3.125200642054575,13,2,1,34,0.192043,0.011931,0.002121,0.009013,0.168978
1955,1969,seed=1989 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,639,1634,1955,639,639,3.059467918622848,12,2,1,30,0.265699,0.012823,0.002137,0.009454,0.241285
