n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
585,1165,seed=1175 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,405,849,585,405,405,1.4444444444444444,10,1,1,15,0.088749,0.006093,0.002259,0.002902,0.077495
886,1165,seed=1176 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,656,1355,886,656,656,1.350609756097561,10,1.0,1,21,0.165122,0.011594,0.003599,0.005672,0.144257
577,1165,seed=1177 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,398,836,577,398,398,1.449748743718593,9,1.0,1,12,0.068075,0.002117,0.000806,0.000967,0.064185
703,1165,seed=1178 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,491,1024,703,491,491,1.4317718940936863,11,1,1,16,0.103088,0.0029,0.000974,0.001411,0.097803
772,1165,seed=1179 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,557,1153,772,557,557,1.385996409335727,14,1,1,13,0.100136,0.003476,0.001156,0.001581,0.093923
658,1165,seed=1180 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,448,945,658,448,448,1.46875,8,1.0,1,18,0.080878,0.002413,0.000879,0.001179,0.076407
649,1165,seed=1181 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,455,945,649,455,455,1.4263736263736264,7,1,1,15,0.089526,0.002389,0.000868,0.001251,0.085018
540,1165,seed=1182 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,370,777,540,370,370,1.4594594594594594,8,1.0,1,19,0.077925,0.00572,0.000749,0.000968,0.070488
611,1165,seed=1183 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,431,902,611,431,431,1.4176334106728539,7,1,1,20,0.095522,0.00597,0.002139,0.003099,0.084314
452,1165,seed=1184 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,292,621,452,292,292,1.547945205479452,8,1.0,1,12,0.042767,0.001681,0.000598,0.000754,0.039734
892,1165,seed=1185 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,648,1345,892,648,648,1.376543209876543,10,1.0,1,14,0.149951,0.003899,0.001306,0.001755,0.142991
