n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
689,689,seed=699 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,251,621,689,251,251,2.745019920318725,10,2,1,25,0.084262,0.005366,0.000839,0.001229,0.076828
682,689,seed=700 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,244,608,682,244,244,2.7950819672131146,11,2.0,1,20,0.077897,0.004571,0.000802,0.00115,0.071374
684,689,seed=701 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,234,586,684,234,234,2.923076923076923,12,2.0,1,36,0.10946,0.006531,0.000834,0.001357,0.100738
688,689,seed=702 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,245,609,688,245,245,2.8081632653061224,11,2,1,33,0.116361,0.005859,0.000848,0.001334,0.10832
684,689,seed=703 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,244,610,684,244,244,2.80327868852459,11,2.0,1,24,0.079085,0.004257,0.000755,0.001027,0.073046
689,689,seed=704 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,244,616,689,244,244,2.8237704918032787,11,2.0,1,33,0.10608,0.006198,0.000845,0.001344,0.097693
682,689,seed=705 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,242,605,682,242,242,2.8181818181818183,12,2.0,1,34,0.082574,0.004925,0.000793,0.00124,0.075616
689,689,seed=706 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,248,620,689,248,248,2.778225806451613,12,2.0,1,38,0.135494,0.008256,0.000949,0.001693,0.124596
686,689,seed=707 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,245,611,686,245,245,2.8,11,2,1,28,0.097475,0.005722,0.00082,0.001186,0.089747
688,689,seed=708 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,245,605,688,245,245,2.8081632653061224,11,2,1,38,0.107711,0.006707,0.000888,0.001543,0.098573
683,689,seed=709 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,242,606,683,242,242,2.822314049586777,11,2.0,1,26,0.09707,0.004928,0.000775,0.001218,0.090149
