n,orig_n,girg_options,spec,algo:max_weight,time_total
128448,131000,seed=1118167 alpha=0.75 t=0.0 coords=True,algo:part_treedec,20.955036849828076,201.100555
127714,131000,seed=1118168 alpha=0.75 t=0.0 coords=True,algo:part_treedec,18.186733289128867,89.541479
127419,131000,seed=1118169 alpha=0.75 t=0.0 coords=True,algo:part_treedec,18.153631194101663,80.445826
127804,131000,seed=1118170 alpha=0.75 t=0.0 coords=True,algo:part_treedec,19.446049406716547,140.350306
127417,131000,seed=1118171 alpha=0.75 t=0.0 coords=True,algo:part_treedec,17.398743691938193,65.93023
127904,131000,seed=1118172 alpha=0.75 t=0.0 coords=True,algo:part_treedec,19.025182828635508,91.614551
127396,131000,seed=1118173 alpha=0.75 t=0.0 coords=True,algo:part_treedec,20.32711401495716,70.789377
128097,131000,seed=1118174 alpha=0.75 t=0.0 coords=True,algo:part_treedec,18.30419087067704,93.81422
127860,131000,seed=1118175 alpha=0.75 t=0.0 coords=True,algo:part_treedec,19.813781191217032,74.417937
127376,131000,seed=1118176 alpha=0.75 t=0.0 coords=True,algo:part_treedec,19.234667766192565,97.916015
