n,orig_n,girg_options,spec,algo:max_weight,time_total
2540,2559,seed=989726 alpha=0.95 t=0.0 coords=True,algo:part_treedec,7.169925001442312,0.460989
2536,2559,seed=989727 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.754887502163468,0.436315
2455,2559,seed=989728 alpha=0.95 t=0.0 coords=True,algo:part_treedec,7.807354922057604,0.362376
2494,2559,seed=989729 alpha=0.95 t=0.0 coords=True,algo:part_treedec,7.584962500721156,0.441391
2557,2559,seed=989730 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.906890595608518,0.871932
2517,2559,seed=989731 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.977279923499916,0.466172
2548,2559,seed=989732 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.584962500721156,0.381622
2518,2559,seed=989733 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.07681559705083,0.456364
2510,2559,seed=989734 alpha=0.95 t=0.0 coords=True,algo:part_treedec,7.39231742277876,0.380171
2543,2559,seed=989735 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.700439718141093,0.533522
