n,orig_n,girg_options,spec,algo:max_weight,time_total
863,896,seed=988063 alpha=0.75 t=0.0 coords=True,algo:part_treedec,6.754887502163468,0.129189
876,896,seed=988064 alpha=0.75 t=0.0 coords=True,algo:part_treedec,6.39231742277876,0.141202
849,896,seed=988065 alpha=0.75 t=0.0 coords=True,algo:part_treedec,5.39231742277876,0.106218
864,896,seed=988066 alpha=0.75 t=0.0 coords=True,algo:part_treedec,6.754887502163468,0.129804
880,896,seed=988067 alpha=0.75 t=0.0 coords=True,algo:part_treedec,7.700439718141093,0.145224
853,896,seed=988068 alpha=0.75 t=0.0 coords=True,algo:part_treedec,6.285402218862249,0.118018
853,896,seed=988069 alpha=0.75 t=0.0 coords=True,algo:part_treedec,5.754887502163468,0.115885
878,896,seed=988070 alpha=0.75 t=0.0 coords=True,algo:part_treedec,5.0,0.119717
851,896,seed=988071 alpha=0.75 t=0.0 coords=True,algo:part_treedec,5.807354922057604,0.104567
883,896,seed=988072 alpha=0.75 t=0.0 coords=True,algo:part_treedec,6.584962500721156,0.137594
