n,orig_n,girg_options,spec,algo:max_weight,time_total
104195,131000,seed=1118167 alpha=0.55 t=0.1 coords=True,algo:part_treedec,27.930173891328543,94.7548
91795,131000,seed=1118168 alpha=0.55 t=0.1 coords=True,algo:part_treedec,26.799623128220375,52.794262
88582,131000,seed=1118169 alpha=0.55 t=0.1 coords=True,algo:part_treedec,27.223166823319104,44.04308
95779,131000,seed=1118170 alpha=0.55 t=0.1 coords=True,algo:part_treedec,25.499114016967916,50.030977
83381,131000,seed=1118171 alpha=0.55 t=0.1 coords=True,algo:part_treedec,29.01835233546624,36.339865
92163,131000,seed=1118172 alpha=0.55 t=0.1 coords=True,algo:part_treedec,27.009153398619773,54.295481
86884,131000,seed=1118173 alpha=0.55 t=0.1 coords=True,algo:part_treedec,28.7343920907779,40.805919
91761,131000,seed=1118174 alpha=0.55 t=0.1 coords=True,algo:part_treedec,26.507268148716363,52.20572
86426,131000,seed=1118175 alpha=0.55 t=0.1 coords=True,algo:part_treedec,27.388690027274272,43.336149
88400,131000,seed=1118176 alpha=0.55 t=0.1 coords=True,algo:part_treedec,27.001405445352376,49.717613
