n,orig_n,girg_options,spec,algo:max_weight,time_total
59335,59627,seed=1046794 alpha=0.95 t=0.2 coords=True,algo:part_treedec,15.398743691938192,26.859843
59285,59627,seed=1046795 alpha=0.95 t=0.2 coords=True,algo:part_treedec,14.78463484555752,30.544533
59304,59627,seed=1046796 alpha=0.95 t=0.2 coords=True,algo:part_treedec,16.1357092861044,35.398625
59261,59627,seed=1046797 alpha=0.95 t=0.2 coords=True,algo:part_treedec,15.813781191217036,41.070164
59308,59627,seed=1046798 alpha=0.95 t=0.2 coords=True,algo:part_treedec,14.906890595608518,59.149141
59320,59627,seed=1046799 alpha=0.95 t=0.2 coords=True,algo:part_treedec,15.0,24.875262
59341,59627,seed=1046800 alpha=0.95 t=0.2 coords=True,algo:part_treedec,13.884170519108434,25.68461
59199,59627,seed=1046801 alpha=0.95 t=0.2 coords=True,algo:part_treedec,13.754887502163468,27.845694
59236,59627,seed=1046802 alpha=0.95 t=0.2 coords=True,algo:part_treedec,14.621136113274641,27.912077
59221,59627,seed=1046803 alpha=0.95 t=0.2 coords=True,algo:part_treedec,14.813781191217036,30.332738
