n,orig_n,girg_options,spec,algo:max_weight,time_total
15719,16059,seed=1003226 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.491853096329674,3.541916
15802,16059,seed=1003227 alpha=0.95 t=0.0 coords=True,algo:part_treedec,8.321928094887362,3.9066
15627,16059,seed=1003228 alpha=0.95 t=0.0 coords=True,algo:part_treedec,8.906890595608518,3.138884
15734,16059,seed=1003229 alpha=0.95 t=0.0 coords=True,algo:part_treedec,8.044394119358454,3.134246
15892,16059,seed=1003230 alpha=0.95 t=0.0 coords=True,algo:part_treedec,10.07681559705083,4.415283
15869,16059,seed=1003231 alpha=0.95 t=0.0 coords=True,algo:part_treedec,8.044394119358454,3.090569
15826,16059,seed=1003232 alpha=0.95 t=0.0 coords=True,algo:part_treedec,8.339850002884624,3.393039
15914,16059,seed=1003233 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.366322214245816,3.594941
15586,16059,seed=1003234 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.714245517666122,2.833493
15760,16059,seed=1003235 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.169925001442312,2.673122
