n,orig_n,girg_options,spec,algo:max_weight,time_total
1155,1165,seed=988332 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.584962500721156,0.171192
1144,1165,seed=988333 alpha=0.95 t=0.0 coords=True,algo:part_treedec,7.169925001442312,0.213811
1159,1165,seed=988334 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.491853096329674,0.196633
1143,1165,seed=988335 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.754887502163468,0.170679
1160,1165,seed=988336 alpha=0.95 t=0.0 coords=True,algo:part_treedec,7.39231742277876,0.236595
1151,1165,seed=988337 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.491853096329674,0.180285
1139,1165,seed=988338 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.807354922057604,0.154679
1156,1165,seed=988339 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.754887502163468,0.177962
1057,1165,seed=988340 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.459431618637297,0.152036
1163,1165,seed=988341 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.754887502163468,0.235976
