n,orig_n,girg_options,spec,algo:max_weight,time_total
58687,59627,seed=1046794 alpha=0.95 t=0.0 coords=True,algo:part_treedec,8.339850002884624,13.562018
58868,59627,seed=1046795 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.321928094887362,16.252982
58932,59627,seed=1046796 alpha=0.95 t=0.0 coords=True,algo:part_treedec,8.906890595608518,17.970535
58629,59627,seed=1046797 alpha=0.95 t=0.0 coords=True,algo:part_treedec,8.906890595608518,20.557249
59009,59627,seed=1046798 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.169925001442312,26.195127
58188,59627,seed=1046799 alpha=0.95 t=0.0 coords=True,algo:part_treedec,11.0,15.908928
58646,59627,seed=1046800 alpha=0.95 t=0.0 coords=True,algo:part_treedec,10.339850002884624,13.574973
58402,59627,seed=1046801 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.491853096329674,13.415348
58211,59627,seed=1046802 alpha=0.95 t=0.0 coords=True,algo:part_treedec,8.285402218862249,17.197462
58455,59627,seed=1046803 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.07681559705083,14.287351
