n,orig_n,girg_options,spec,algo:max_weight,time_total
882,896,seed=988063 alpha=0.95 t=0.0 coords=True,algo:part_treedec,7.129283016944966,0.139825
894,896,seed=988064 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.584962500721156,0.127221
880,896,seed=988065 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.321928094887362,0.121492
887,896,seed=988066 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.977279923499916,0.122827
889,896,seed=988067 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.584962500721156,0.143422
867,896,seed=988068 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.906890595608518,0.128305
888,896,seed=988069 alpha=0.95 t=0.0 coords=True,algo:part_treedec,7.169925001442312,0.129346
888,896,seed=988070 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.0,0.124555
880,896,seed=988071 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.169925001442312,0.115525
893,896,seed=988072 alpha=0.95 t=0.0 coords=True,algo:part_treedec,6.169925001442312,0.13595
