n,orig_n,girg_options,spec,algo:max_weight,time_total
869,896,seed=988063 alpha=0.75 t=0.2 coords=True,algo:part_treedec,9.491853096329674,0.195592
885,896,seed=988064 alpha=0.75 t=0.2 coords=True,algo:part_treedec,9.754887502163468,0.225966
867,896,seed=988065 alpha=0.75 t=0.2 coords=True,algo:part_treedec,7.584962500721156,0.154745
878,896,seed=988066 alpha=0.75 t=0.2 coords=True,algo:part_treedec,9.491853096329674,0.143815
885,896,seed=988067 alpha=0.75 t=0.2 coords=True,algo:part_treedec,9.491853096329674,0.216061
867,896,seed=988068 alpha=0.75 t=0.2 coords=True,algo:part_treedec,8.906890595608518,0.157059
889,896,seed=988069 alpha=0.75 t=0.2 coords=True,algo:part_treedec,8.807354922057604,0.140589
882,896,seed=988070 alpha=0.75 t=0.2 coords=True,algo:part_treedec,7.459431618637297,0.149932
863,896,seed=988071 alpha=0.75 t=0.2 coords=True,algo:part_treedec,9.491853096329674,0.132708
885,896,seed=988072 alpha=0.75 t=0.2 coords=True,algo:part_treedec,9.629356620079609,0.220072
