n,orig_n,girg_options,spec,algo:max_weight,time_total
615105,632311,seed=1619478 alpha=0.75 t=0.0 coords=True,algo:part_treedec,26.037155470301585,315.934895
614896,632311,seed=1619479 alpha=0.75 t=0.0 coords=True,algo:part_treedec,25.917573854548905,314.176163
621022,632311,seed=1619480 alpha=0.75 t=0.0 coords=True,algo:part_treedec,27.899585571495123,474.470864
616215,632311,seed=1619481 alpha=0.75 t=0.0 coords=True,algo:part_treedec,25.97888917636157,318.904383
615817,632311,seed=1619482 alpha=0.75 t=0.0 coords=True,algo:part_treedec,27.114431183778215,319.654733
616116,632311,seed=1619483 alpha=0.75 t=0.0 coords=True,algo:part_treedec,28.0060740056878,318.265279
615571,632311,seed=1619484 alpha=0.75 t=0.0 coords=True,algo:part_treedec,28.399917282697523,316.1511
615023,632311,seed=1619485 alpha=0.75 t=0.0 coords=True,algo:part_treedec,28.004667617552677,314.610979
616229,632311,seed=1619486 alpha=0.75 t=0.0 coords=True,algo:part_treedec,27.64167076844414,317.788901
614456,632311,seed=1619487 alpha=0.75 t=0.0 coords=True,algo:part_treedec,28.365969950774186,311.58492
