n,orig_n,girg_options,spec,algo:max_weight,time_total
2546,2559,seed=989726 alpha=0.95 t=0.2 coords=True,algo:part_treedec,10.339850002884624,0.70726
2539,2559,seed=989727 alpha=0.95 t=0.2 coords=True,algo:part_treedec,10.754887502163468,0.683063
2520,2559,seed=989728 alpha=0.95 t=0.2 coords=True,algo:part_treedec,9.491853096329674,0.525738
2549,2559,seed=989729 alpha=0.95 t=0.2 coords=True,algo:part_treedec,13.754887502163468,0.78835
2557,2559,seed=989730 alpha=0.95 t=0.2 coords=True,algo:part_treedec,12.491853096329674,2.092777
2552,2559,seed=989731 alpha=0.95 t=0.2 coords=True,algo:part_treedec,10.339850002884624,0.719256
2554,2559,seed=989732 alpha=0.95 t=0.2 coords=True,algo:part_treedec,9.0,0.641614
2542,2559,seed=989733 alpha=0.95 t=0.2 coords=True,algo:part_treedec,13.169925001442312,0.781531
2542,2559,seed=989734 alpha=0.95 t=0.2 coords=True,algo:part_treedec,9.807354922057604,0.644691
2552,2559,seed=989735 alpha=0.95 t=0.2 coords=True,algo:part_treedec,10.491853096329674,0.903219
