n,orig_n,girg_options,spec,algo:max_weight,time_total
217819,221390,seed=1208557 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.754887502163468,101.623163
215899,221390,seed=1208558 alpha=0.95 t=0.0 coords=True,algo:part_treedec,8.807354922057604,95.402751
217236,221390,seed=1208559 alpha=0.95 t=0.0 coords=True,algo:part_treedec,10.813781191217037,100.481336
216099,221390,seed=1208560 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.584962500721156,97.494876
217292,221390,seed=1208561 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.339850002884624,91.784048
216936,221390,seed=1208562 alpha=0.95 t=0.0 coords=True,algo:part_treedec,10.754887502163468,91.311841
215844,221390,seed=1208563 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.285402218862249,97.888737
210384,221390,seed=1208564 alpha=0.95 t=0.0 coords=True,algo:part_treedec,10.643856189774723,88.304574
215380,221390,seed=1208565 alpha=0.95 t=0.0 coords=True,algo:part_treedec,9.339850002884624,88.011551
216625,221390,seed=1208566 alpha=0.95 t=0.0 coords=True,algo:part_treedec,10.339850002884624,100.702733
